query_id,rank,document_id,score
4837,1,245005,0.75677747
4837,2,366448,0.75226617
4837,3,187739,0.74766374
4837,4,323406,0.7437007
4837,5,462183,0.7422944
4837,6,336276,0.73958755
4837,7,201447,0.737784
4837,8,591566,0.73677444
4837,9,416796,0.73424685
4837,10,257924,0.73163426
4415,1,117578,0.80931365
4415,2,450682,0.78754544
4415,3,59225,0.7623286
4415,4,290585,0.7582338
4415,5,501743,0.75735474
4415,6,215708,0.7570609
4415,7,441904,0.75085187
4415,8,58590,0.748596
4415,9,470966,0.74582756
4415,10,206580,0.74562645
1915,1,570995,0.7443751
1915,2,433801,0.743641
1915,3,318266,0.73852396
1915,4,381830,0.73735064
1915,5,496959,0.73276365
1915,6,141111,0.73231065
1915,7,402686,0.7307443
1915,8,378060,0.72924626
1915,9,348787,0.72877777
1915,10,445722,0.7281227
8378,1,434812,0.8240585
8378,2,127702,0.81315666
8378,3,133644,0.80225223
8378,4,511678,0.7901103
8378,5,35575,0.7893549
8378,6,178684,0.78583443
8378,7,71713,0.7782426
8378,8,361345,0.776198
8378,9,519148,0.771605
8378,10,294573,0.77073014
2316,1,348955,0.7101215
2316,2,482343,0.70426846
2316,3,154417,0.687022
2316,4,254635,0.683766
2316,5,41138,0.67983305
2316,6,361889,0.6768829
2316,7,367185,0.6712334
2316,8,134458,0.67036974
2316,9,236031,0.6702582
2316,10,381338,0.6702078
8102,1,165970,0.84566194
8102,2,557877,0.83498013
8102,3,306460,0.81688684
8102,4,41852,0.8091633
8102,5,537212,0.80527455
8102,6,443691,0.8044085
8102,7,35752,0.8021873
8102,8,310683,0.8015449
8102,9,345368,0.7997334
8102,10,335375,0.7932635
3405,1,507107,0.7289372
3405,2,198945,0.7219848
3405,3,278781,0.7213162
3405,4,230566,0.71496296
3405,5,46791,0.7028007
3405,6,369773,0.6998769
3405,7,22060,0.69734466
3405,8,449610,0.6892963
3405,9,495467,0.6855167
3405,10,506755,0.67918783
7928,1,427808,0.8280133
7928,2,525213,0.81650937
7928,3,294688,0.8073493
7928,4,378173,0.8010875
7928,5,178105,0.8004248
7928,6,24563,0.79958785
7928,7,291600,0.79760385
7928,8,95415,0.7968999
7928,9,137073,0.7963698
7928,10,42438,0.795122
603,1,456440,0.74608594
603,2,433245,0.7348062
603,3,383238,0.72325534
603,4,347413,0.7180981
603,5,399013,0.71789324
603,6,531504,0.71362555
603,7,573039,0.7127737
603,8,120090,0.71199393
603,9,86952,0.7099724
603,10,438813,0.708802
1281,1,361415,0.72761947
1281,2,556248,0.7265148
1281,3,555406,0.7092165
1281,4,253735,0.7090701
1281,5,43049,0.7085947
1281,6,338051,0.70815694
1281,7,296750,0.7052117
1281,8,571178,0.7031112
1281,9,392434,0.70186573
1281,10,234615,0.7017687
3830,1,472681,0.79736483
3830,2,288559,0.79482174
3830,3,25172,0.786865
3830,4,454563,0.7851726
3830,5,507630,0.7798327
3830,6,414772,0.7771491
3830,7,203889,0.7770648
3830,8,153142,0.7763771
3830,9,66039,0.77625394
3830,10,54952,0.77001107
3837,1,345533,0.8048014
3837,2,44578,0.8033591
3837,3,67741,0.8005885
3837,4,164513,0.7850565
3837,5,30417,0.75528824
3837,6,404261,0.7547398
3837,7,56894,0.7387631
3837,8,373501,0.7382378
3837,9,32671,0.7374395
3837,10,65567,0.73412514
4447,1,296420,0.8240135
4447,2,419986,0.81340444
4447,3,535581,0.79466295
4447,4,286226,0.79390603
4447,5,34925,0.7924206
4447,6,500986,0.7887726
4447,7,34688,0.7878593
4447,8,386423,0.7814755
4447,9,401952,0.78120154
4447,10,253960,0.78026813
2376,1,91545,0.82127327
2376,2,64263,0.7856011
2376,3,114417,0.7785692
2376,4,549833,0.7711209
2376,5,482813,0.7610165
2376,6,402249,0.7573735
2376,7,101519,0.75491834
2376,8,324411,0.7401426
2376,9,223626,0.7261519
2376,10,63528,0.7178584
4777,1,570318,0.7758479
4777,2,246150,0.75180537
4777,3,284454,0.74776167
4777,4,365342,0.74549735
4777,5,297898,0.7399896
4777,6,419475,0.7383595
4777,7,426678,0.73821694
4777,8,465227,0.7374455
4777,9,487179,0.7358781
4777,10,26837,0.73528546
5741,1,259081,0.82231647
5741,2,359718,0.8039587
5741,3,489654,0.7991189
5741,4,312445,0.7969216
5741,5,132606,0.7967528
5741,6,160922,0.79488665
5741,7,349545,0.7943888
5741,8,276960,0.79123086
5741,9,79517,0.7904711
5741,10,6990,0.78808147
2318,1,78632,0.77935386
2318,2,411825,0.74570596
2318,3,286654,0.7448866
2318,4,582922,0.74143875
2318,5,308048,0.7408414
2318,6,584074,0.7269062
2318,7,385310,0.7246218
2318,8,343477,0.72197616
2318,9,427469,0.72152615
2318,10,127004,0.7202164
620,1,572848,0.8054665
620,2,467059,0.7921777
620,3,422908,0.7920654
620,4,537593,0.7895175
620,5,537394,0.78497744
620,6,113167,0.7823395
620,7,424304,0.78205764
620,8,180673,0.7818126
620,9,64556,0.77987456
620,10,165378,0.779246
8271,1,376709,0.7925496
8271,2,529528,0.75436115
8271,3,283862,0.73044646
8271,4,137225,0.7291014
8271,5,23097,0.7262764
8271,6,511178,0.72234803
8271,7,519534,0.7220074
8271,8,377686,0.72120667
8271,9,169004,0.7206358
8271,10,200054,0.719976
4865,1,536345,0.78472644
4865,2,440959,0.7836684
4865,3,67365,0.7827985
4865,4,370569,0.7761288
4865,5,165973,0.77312636
4865,6,47738,0.7730448
4865,7,343042,0.7729378
4865,8,246733,0.77259886
4865,9,366315,0.7712879
4865,10,567090,0.7710792
864,1,329774,0.82591486
864,2,566337,0.82541376
864,3,30142,0.82383776
864,4,24890,0.813757
864,5,472924,0.80056155
864,6,78117,0.7991231
864,7,479625,0.78501046
864,8,157751,0.7728452
864,9,391841,0.77151877
864,10,402174,0.7490412
5888,1,263647,0.81405234
5888,2,229563,0.79802716
5888,3,506132,0.79487836
5888,4,65537,0.7948021
5888,5,125497,0.7946948
5888,6,358445,0.793258
5888,7,499098,0.7928461
5888,8,21576,0.79223156
5888,9,545327,0.7875236
5888,10,336792,0.78406954
2568,1,346042,0.83684444
2568,2,214749,0.79409885
2568,3,108739,0.78301924
2568,4,269898,0.7673111
2568,5,139047,0.76697683
2568,6,376016,0.7576796
2568,7,258247,0.75735706
2568,8,9146,0.7555778
2568,9,453301,0.7533644
2568,10,166314,0.75047386
5150,1,350237,0.75981915
5150,2,599799,0.7290196
5150,3,411551,0.7220899
5150,4,451897,0.7203459
5150,5,342966,0.71879315
5150,6,168139,0.71876204
5150,7,81416,0.717685
5150,8,184924,0.7173913
5150,9,278667,0.71387446
5150,10,298729,0.7135729
7124,1,558617,0.8395935
7124,2,177926,0.747152
7124,3,429196,0.74424076
7124,4,109345,0.74401295
7124,5,525231,0.74339604
7124,6,80024,0.74334955
7124,7,192900,0.74254566
7124,8,67320,0.74254096
7124,9,470635,0.7414126
7124,10,231781,0.7396956
2857,1,501384,0.79172003
2857,2,127566,0.7734214
2857,3,233732,0.7728734
2857,4,329930,0.762726
2857,5,233223,0.76011395
2857,6,519025,0.7533452
2857,7,76996,0.75253
2857,8,542051,0.75090027
2857,9,580313,0.7497858
2857,10,49235,0.74650884
8539,1,283074,0.8185532
8539,2,370777,0.794145
8539,3,425452,0.7899076
8539,4,134542,0.7857554
8539,5,520563,0.7831806
8539,6,102620,0.77652395
8539,7,199237,0.7758938
8539,8,43683,0.7757276
8539,9,218728,0.7738806
8539,10,378137,0.7733749
6896,1,221715,0.77211773
6896,2,333605,0.7672381
6896,3,219762,0.7666367
6896,4,390864,0.7656601
6896,5,528157,0.7595945
6896,6,522319,0.7591644
6896,7,490620,0.75816816
6896,8,337993,0.7575999
6896,9,473504,0.757151
6896,10,241425,0.75657916
1085,1,573216,0.780572
1085,2,161422,0.7785191
1085,3,372039,0.77083665
1085,4,390461,0.76590043
1085,5,233535,0.76497924
1085,6,219119,0.76184875
1085,7,1218,0.75179714
1085,8,176350,0.74759144
1085,9,546028,0.7472396
1085,10,398258,0.7467586
5422,1,165294,0.7814854
5422,2,276786,0.7729562
5422,3,273906,0.77186906
5422,4,172587,0.76510483
5422,5,193555,0.75776017
5422,6,191688,0.75361276
5422,7,136825,0.74940705
5422,8,63871,0.74731624
5422,9,221319,0.7467609
5422,10,552371,0.74128175
8247,1,350317,0.8166532
8247,2,161041,0.8131048
8247,3,518735,0.8082803
8247,4,492053,0.79852164
8247,5,153112,0.79300755
8247,6,545267,0.7920661
8247,7,586010,0.7894058
8247,8,238629,0.78913254
8247,9,195767,0.7887845
8247,10,84238,0.7855816
4946,1,121690,0.79297054
4946,2,564338,0.7636279
4946,3,6386,0.7385627
4946,4,576131,0.7342336
4946,5,584860,0.7330351
4946,6,55820,0.7212266
4946,7,517161,0.7194126
4946,8,156816,0.71859324
4946,9,266221,0.71789706
4946,10,491257,0.7128664
10482,1,447567,0.80216014
10482,2,406192,0.7804814
10482,3,237052,0.7773732
10482,4,18436,0.7770127
10482,5,341102,0.7739424
10482,6,464264,0.7729564
10482,7,523933,0.76926166
10482,8,434466,0.7685997
10482,9,544070,0.7629075
10482,10,361010,0.7611563
4571,1,213824,0.8413687
4571,2,496857,0.7292396
4571,3,183880,0.6968831
4571,4,131703,0.67325866
4571,5,518394,0.6723883
4571,6,505678,0.672376
4571,7,69171,0.6714405
4571,8,469652,0.66922724
4571,9,519314,0.6682792
4571,10,381259,0.66815454
8789,1,87349,0.8977551
8789,2,41912,0.82499355
8789,3,212470,0.7622212
8789,4,427859,0.758568
8789,5,306782,0.75708294
8789,6,178296,0.75012124
8789,7,341424,0.7500653
8789,8,393759,0.74584395
8789,9,573079,0.74405736
8789,10,325669,0.74397445
8034,1,129466,0.7640081
8034,2,156923,0.761163
8034,3,324916,0.760971
8034,4,550319,0.75788426
8034,5,503981,0.7576952
8034,6,20994,0.757228
8034,7,31936,0.7559295
8034,8,192910,0.75435257
8034,9,308071,0.75341314
8034,10,413856,0.7507617
4600,1,482415,0.803205
4600,2,14035,0.7654111
4600,3,260984,0.7627393
4600,4,257633,0.7493953
4600,5,388391,0.74873745
4600,6,131380,0.74620426
4600,7,393791,0.7444266
4600,8,439719,0.7435715
4600,9,493711,0.74277353
4600,10,294,0.7426449
2423,1,81343,0.78963006
2423,2,396127,0.7839558
2423,3,328157,0.7794502
2423,4,308130,0.7757144
2423,5,529444,0.77338076
2423,6,234846,0.7727445
2423,7,431203,0.77105033
2423,8,489480,0.7674304
2423,9,538282,0.76723987
2423,10,374266,0.7662499
8475,1,494655,0.8424865
8475,2,481728,0.8135296
8475,3,240562,0.80831605
8475,4,444107,0.80810285
8475,5,104793,0.8011822
8475,6,163566,0.78623265
8475,7,437427,0.7705435
8475,8,79083,0.76550883
8475,9,225395,0.75259495
8475,10,118691,0.7504958
4523,1,272070,0.77106446
4523,2,66626,0.7659526
4523,3,136270,0.76268685
4523,4,80913,0.7620831
4523,5,93073,0.757923
4523,6,521996,0.7540287
4523,7,393009,0.7518858
4523,8,340209,0.7518428
4523,9,327600,0.7504233
4523,10,312821,0.74970454
8513,1,175821,0.8040829
8513,2,572622,0.79907584
8513,3,28740,0.78365636
8513,4,203873,0.7825719
8513,5,376036,0.781093
8513,6,315760,0.7751082
8513,7,261522,0.774959
8513,8,351396,0.77296126
8513,9,221869,0.7725582
8513,10,486768,0.77251714
1198,1,56718,0.74438715
1198,2,524788,0.72654164
1198,3,232544,0.71008223
1198,4,300254,0.70692986
1198,5,394871,0.699661
1198,6,29300,0.69417727
1198,7,433292,0.69373286
1198,8,201954,0.69158804
1198,9,510144,0.69054306
1198,10,480005,0.69048333
9291,1,17208,0.81554973
9291,2,88823,0.8114191
9291,3,236006,0.8094558
9291,4,143238,0.7934214
9291,5,536120,0.7895996
9291,6,454224,0.7808567
9291,7,83409,0.78052425
9291,8,419985,0.7797469
9291,9,24742,0.77622193
9291,10,565738,0.76392156
8532,1,279401,0.8020778
8532,2,416307,0.79022396
8532,3,42438,0.76815045
8532,4,94262,0.76813954
8532,5,421311,0.76794314
8532,6,74839,0.7661308
8532,7,580927,0.761543
8532,8,276381,0.75865614
8532,9,349974,0.75794655
8532,10,387147,0.7578387
1824,1,310103,0.7938801
1824,2,244808,0.7783996
1824,3,122449,0.7716997
1824,4,109203,0.76148844
1824,5,364378,0.75894856
1824,6,152027,0.7564585
1824,7,391463,0.7492594
1824,8,154988,0.74895775
1824,9,298638,0.74165386
1824,10,101748,0.74075466
5054,1,101124,0.7592783
5054,2,588481,0.7450256
5054,3,437041,0.742034
5054,4,220665,0.7312262
5054,5,582899,0.7264503
5054,6,183189,0.7258092
5054,7,370995,0.7245331
5054,8,414839,0.71972346
5054,9,534010,0.7191194
5054,10,448872,0.7185634
1159,1,112669,0.69667685
1159,2,163881,0.69381076
1159,3,156063,0.692595
1159,4,257201,0.68872523
1159,5,347181,0.67923146
1159,6,439899,0.6766957
1159,7,388856,0.67564166
1159,8,237282,0.669876
1159,9,144948,0.6688975
1159,10,132287,0.66644657
4920,1,228341,0.85144484
4920,2,306815,0.8068244
4920,3,82294,0.7950437
4920,4,338782,0.78655493
4920,5,317399,0.7815895
4920,6,266900,0.781281
4920,7,254730,0.77800727
4920,8,115918,0.77627623
4920,9,173146,0.77543736
4920,10,365189,0.7739234
68,1,545296,0.75031185
68,2,524879,0.7190542
68,3,571711,0.71453106
68,4,287474,0.7062127
68,5,541809,0.7048632
68,6,334107,0.69888645
68,7,146657,0.69711554
68,8,525149,0.6969407
68,9,192516,0.6959245
68,10,97719,0.6958236
7269,1,343586,0.7578048
7269,2,241928,0.738652
7269,3,412830,0.7306164
7269,4,314826,0.72572297
7269,5,152045,0.72225326
7269,6,486696,0.71996
7269,7,51936,0.7177178
7269,8,275555,0.71626717
7269,9,91671,0.715847
7269,10,204761,0.71578395
750,1,419768,0.84794873
750,2,312493,0.81495786
750,3,180501,0.8025196
750,4,103590,0.79892814
750,5,5762,0.7934984
750,6,216892,0.78640497
750,7,33602,0.78500366
750,8,73261,0.7830882
750,9,396010,0.7801225
750,10,517748,0.77951854
9701,1,473883,0.7225399
9701,2,177261,0.7202181
9701,3,410404,0.7062828
9701,4,91746,0.7059106
9701,5,258048,0.7010687
9701,6,187806,0.6915406
9701,7,384000,0.68951666
9701,8,516214,0.68815446
9701,9,587514,0.6880945
9701,10,408865,0.68055594
6199,1,584273,0.7831664
6199,2,414693,0.7517797
6199,3,370186,0.73092556
6199,4,10399,0.7286939
6199,5,194335,0.7040412
6199,6,593433,0.69750273
6199,7,490042,0.69724363
6199,8,303820,0.6946994
6199,9,47163,0.69081175
6199,10,430747,0.6895369
9126,1,334473,0.75348663
9126,2,282005,0.71476823
9126,3,9683,0.70509
9126,4,477588,0.7023082
9126,5,187401,0.6890211
9126,6,192900,0.68608403
9126,7,253998,0.685274
9126,8,222498,0.68204486
9126,9,1203,0.6793514
9126,10,181238,0.6787709
34,1,458917,0.7829448
34,2,255277,0.77440894
34,3,483268,0.76841384
34,4,411354,0.7682462
34,5,490867,0.7637754
34,6,217557,0.7626699
34,7,168320,0.76203656
34,8,411000,0.760195
34,9,551545,0.75899196
34,10,97490,0.75460255
4011,1,136367,0.78642184
4011,2,67699,0.74322283
4011,3,470,0.7211058
4011,4,52283,0.7106757
4011,5,327880,0.7032762
4011,6,325881,0.70077795
4011,7,149669,0.69938993
4011,8,105010,0.69859314
4011,9,410936,0.6978769
4011,10,98013,0.6961374
4700,1,345137,0.7567458
4700,2,444679,0.756691
4700,3,486604,0.7554289
4700,4,505181,0.7482533
4700,5,71036,0.74613744
4700,6,361687,0.7460625
4700,7,545123,0.7413638
4700,8,340287,0.7381824
4700,9,421379,0.73774916
4700,10,19702,0.7376206
6395,1,584223,0.74827945
6395,2,467463,0.7436055
6395,3,296475,0.733675
6395,4,512984,0.7285085
6395,5,477588,0.7277241
6395,6,116436,0.7263405
6395,7,4845,0.7232325
6395,8,118389,0.71781075
6395,9,505223,0.71714723
6395,10,324564,0.7171459
852,1,431735,0.7978549
852,2,237450,0.759168
852,3,531288,0.7452067
852,4,245702,0.72703993
852,5,184800,0.7211901
852,6,156793,0.70639014
852,7,170628,0.705145
852,8,176254,0.70331836
852,9,222639,0.69912934
852,10,439545,0.6960319
9115,1,245082,0.83514583
9115,2,419897,0.81770575
9115,3,422467,0.8031741
9115,4,209359,0.7864963
9115,5,428786,0.7776214
9115,6,222320,0.774569
9115,7,158520,0.7714673
9115,8,333122,0.769908
9115,9,240215,0.76921797
9115,10,314478,0.76728797
1297,1,307490,0.75768197
